U+219A	↚	箭头 向左 带粗线的向左箭头
U+2199	↙	箭头 左下 西南
U+2198	↘	箭头 右下 东南
U+2197	↗	箭头 右上 东北
U+2196	↖	箭头 左上 西北
U+2195	↕	箭头 上下 上下箭头
U+2194	↔	箭头 左右
U+2193	↓	箭头 向下
U+2192	→	箭头 向右
U+2191	↑	箭头 向上
U+2190	←	箭头 向左
